"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","block_num","seq_file","trial_seq_info","two_arm_score_block1","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","18","321314","0.0-4.0-4.0-1.0-1.1","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","19","321819","0.0-4.0-4.0-1.0-2.1","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","20","324921","0.0-4.0-4.0-1.0-0.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","3101","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","2","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","21","325226","0.0-4.0-4.0-1.0-1.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","22","325732","0.0-4.0-4.0-1.0-2.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","23","327706","0.0-4.0-4.0-1.0-0.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1973","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","3","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","24","328023","0.0-4.0-4.0-1.0-1.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","25","328526","0.0-4.0-4.0-1.0-2.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","26","330369","0.0-4.0-4.0-1.0-0.4","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1843","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","27","330674","0.0-4.0-4.0-1.0-1.4","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","28","331180","0.0-4.0-4.0-1.0-2.4","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","29","332945","0.0-4.0-4.0-1.0-0.5","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1764","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","5","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","30","333249","0.0-4.0-4.0-1.0-1.5","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","31","333753","0.0-4.0-4.0-1.0-2.5","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","32","337189","0.0-4.0-4.0-1.0-0.6","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","3435","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","6","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","33","337495","0.0-4.0-4.0-1.0-1.6","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","34","337999","0.0-4.0-4.0-1.0-2.6","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","35","340431","0.0-4.0-4.0-1.0-0.7","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","2432","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","7","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","36","340737","0.0-4.0-4.0-1.0-1.7","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","341254","0.0-4.0-4.0-1.0-2.7","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","38","342963","0.0-4.0-4.0-1.0-0.8","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1709","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","8","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","39","343268","0.0-4.0-4.0-1.0-1.8","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","40","343772","0.0-4.0-4.0-1.0-2.8","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","41","345421","0.0-4.0-4.0-1.0-0.9","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1649","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","9","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","345724","0.0-4.0-4.0-1.0-1.9","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","43","346226","0.0-4.0-4.0-1.0-2.9","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","44","347990","0.0-4.0-4.0-1.0-0.10","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1764","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","10","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","348295","0.0-4.0-4.0-1.0-1.10","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","46","348800","0.0-4.0-4.0-1.0-2.10","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","47","351136","0.0-4.0-4.0-1.0-0.11","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","2335","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","11","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","48","351441","0.0-4.0-4.0-1.0-1.11","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","49","351945","0.0-4.0-4.0-1.0-2.11","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","50","353242","0.0-4.0-4.0-1.0-0.12","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1286","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","12","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","51","353547","0.0-4.0-4.0-1.0-1.12","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","52","354052","0.0-4.0-4.0-1.0-2.12","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","53","355122","0.0-4.0-4.0-1.0-0.13","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1069","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","13","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","54","355425","0.0-4.0-4.0-1.0-1.13","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","55","355926","0.0-4.0-4.0-1.0-2.13","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","56","357626","0.0-4.0-4.0-1.0-0.14","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1700","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","14","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","57","357929","0.0-4.0-4.0-1.0-1.14","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","58","358435","0.0-4.0-4.0-1.0-2.14","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","59","360270","0.0-4.0-4.0-1.0-0.15","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1824","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","15","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","60","360576","0.0-4.0-4.0-1.0-1.15","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","61","361082","0.0-4.0-4.0-1.0-2.15","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","62","361766","0.0-4.0-4.0-1.0-0.16","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","684","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","16","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","63","362072","0.0-4.0-4.0-1.0-1.16","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","64","362578","0.0-4.0-4.0-1.0-2.16","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","65","363005","0.0-4.0-4.0-1.0-0.17","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","426","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","17","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","66","363310","0.0-4.0-4.0-1.0-1.17","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","67","363814","0.0-4.0-4.0-1.0-2.17","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","68","365571","0.0-4.0-4.0-1.0-0.18","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1756","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","18","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","69","365874","0.0-4.0-4.0-1.0-1.18","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","70","366380","0.0-4.0-4.0-1.0-2.18","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","71","368084","0.0-4.0-4.0-1.0-0.19","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1703","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","19","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","72","368404","0.0-4.0-4.0-1.0-1.19","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","73","368910","0.0-4.0-4.0-1.0-2.19","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","372471","0.0-4.0-4.0-2.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","3561",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","75","395328","0.0-4.0-5.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","22857","","","","[{""page_index"":0,""viewing_time"":17013},{""page_index"":1,""viewing_time"":5843}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","76","402120","0.0-4.0-6.0-0.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","6792",""," ","","","","","","","","<div align=center>In this block, there will be a <b>99%</b> chance that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","77","404523","0.0-4.0-6.0-1.0-0.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","2402","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","highH","0","1","1","0","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","78","404825","0.0-4.0-6.0-1.0-1.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","79","405331","0.0-4.0-6.0-1.0-2.0","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","80","407445","0.0-4.0-6.0-1.0-0.1","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","2114","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","1","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","81","407748","0.0-4.0-6.0-1.0-1.1","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","82","408251","0.0-4.0-6.0-1.0-2.1","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","83","410501","0.0-4.0-6.0-1.0-0.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","2249","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","2","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","84","410805","0.0-4.0-6.0-1.0-1.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","85","411311","0.0-4.0-6.0-1.0-2.2","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","86","413150","0.0-4.0-6.0-1.0-0.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","1838","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","3","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","87","413456","0.0-4.0-6.0-1.0-1.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","88","413962","0.0-4.0-6.0-1.0-2.3","601b9077694f034f0092dd8f","63690f60c96a0a9a64b48fbd","6369209fd1847d4416b358e2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
